,,,,命中率,,,,,,,,,,,,直接攻擊,間接攻擊,廣範圍, 攻擊時使用,防禦時使用,ECM影響,移動攻擊,飛彈編號,射擊間隔
飛魚 MM40,SSM,6,5,0,0,0,0,0,64,0,0,0,0,飛彈,35,×,○,×,○,×,○,×,0,0
Rbs.15,SSM,6,7,0,0,0,0,0,62,0,0,0,0,飛彈,50,×,○,×,○,×,○,×,0,0
C-802,SSM,7,5,0,0,0,0,0,58,0,0,0,0,飛彈,45,×,○,×,○,×,○,×,0,0
C-801,SSM,4,5,0,0,0,0,0,59,0,0,0,0,飛彈,35,×,○,×,○,×,○,×,0,0
HY-1,SSM,3,8,0,0,0,0,0,40,0,0,0,0,飛彈,12,×,○,×,○,×,○,×,0,0
雄風,SSM,4,6,0,0,0,0,0,58,0,0,0,0,飛彈,35,×,○,×,○,×,○,×,0,0

76mm砲,對空,1,2,0,57,78,58,49,16,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
57mm機關砲,對空,1,2,0,42,60,51,56,14,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
40mm機關砲,對空,1,2,0,54,76,48,60,10,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
40mm機關砲,對空B,1,2,0,39,65,49,56,12,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
37mm機關砲,對空,1,2,0,37,63,47,55,12,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
37mm機關砲,對空B,1,2,0,33,60,47,55,12,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
37mm機關砲,對空C,1,2,0,31,58,45,54,12,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
35mm機關砲,對空,1,2,0,43,70,42,52,10,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
35mm機關砲,對空B,1,2,0,41,68,42,52,10,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
35mm機關砲,對空C,1,2,0,38,65,41,52,10,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
30mm機關砲,對空,1,2,0,38,66,35,52,8,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
30mm機關砲,對空B,1,2,0,39,67,36,52,8,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
30mm機關砲,對空C,1,2,0,37,65,35,52,8,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
30mm機關砲,對空Ｄ,1,2,0,36,63,35,52,8,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
25mm格林機砲,對空,1,2,0,32,61,32,51,6,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
25mm機關砲,對空,1,2,0,33,60,30,51,6,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
23mm機關砲,對空,1,2,0,31,60,28,50,5,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
23mm機關砲,對空B,1,2,0,24,58,25,49,5,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
20mm火神砲,對空,1,2,0,30,59,27,49,4,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
20mm機關砲,對空,1,2,0,23,56,24,52,4,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
20mm機關砲,對空Ｂ,1,2,0,21,50,22,50,4,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
14.5mm機關槍,對空,1,1,0,0,30,20,52,0,0,0,0,0,通常,0,○,×,×,○,○,×,○,0,0

機關槍,步兵,1,1,0,0,12,6,35,0,0,0,0,0,通常,0,○,×,×,○,○,×,○,0,0
來福槍,步兵,1,1,0,0,0,5,38,0,0,0,0,0,通常,0,○,×,×,○,○,×,○,0,0
卡賓槍,步兵,1,1,0,0,0,5,38,0,0,0,0,0,通常,0,○,×,×,○,○,×,○,0,0
卡賓槍,步兵B,1,1,0,0,0,5,45,0,0,0,0,0,通常,0,○,×,×,○,○,×,○,0,0
短機關槍,步兵,1,1,0,0,0,0,33,0,0,0,0,0,通常,0,○,×,×,○,○,×,○,0,0
OICW,步兵,1,1,0,0,0,35,42,0,0,0,0,0,通常,0,○,×,×,○,○,×,○,0,0
小槍,步兵44,1,1,0,0,0,0,42,0,0,0,0,0,通常,0,○,×,×,○,○,×,○,0,0
卡賓槍,步兵44,1,1,0,0,0,5,36,0,0,0,0,0,通常,0,○,×,×,○,○,×,○,0,0
57mm無後座力砲,步兵44,1,2,0,0,0,48,35,0,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
60mm迫擊砲,步兵44,2,2,0,0,0,10,45,0,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0

K-2,步兵特,1,1,0,0,0,5,45,0,0,0,0,0,通常,0,○,×,×,○,○,×,○,0,0
L1A1,步兵82,1,1,0,0,0,0,38,0,0,0,0,0,通常,0,○,×,×,○,○,×,○,0,0
FAL,步兵82,1,1,0,0,0,0,40,0,0,0,0,0,通常,0,○,×,×,○,○,×,○,0,0
M-16/M203,步兵82,1,1,0,0,0,30,52,0,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
史特林機槍,步兵82,1,1,0,0,0,0,36,0,0,0,0,0,通常,0,○,×,×,○,○,×,○,0,0
米蘭,步兵82,1,3,0,0,0,72,28,36,0,0,0,0,飛彈,8,○,×,×,○,○,○,○,0,0
卡爾古司坦夫無後座力砲,步兵82,1,3,0,0,0,58,38,40,0,0,0,0,通常,2,○,×,×,○,○,○,○,0,0
M72,步兵82,1,2,0,0,0,68,32,24,0,0,0,0,飛彈,2,○,×,×,○,○,○,○,0,0
FIM-92A 刺針,步兵82,1,3,0,48,38,0,0,0,0,0,0,0,飛彈,8,○,×,×,○,○,×,○,0,0
視覺誘導飛彈吹管,步兵82,1,3,0,22,36,0,0,0,0,0,0,0,飛彈,8,○,×,×,×,○,×,○,0,0

拉德1,火箭,3,5,0,0,0,18,68,12,0,0,0,1,飛彈,12,×,○,×,○,×,×,○,0,0
9K38 伊格拉,SA18格羅,1,3,0,38,66,0,0,0,0,0,0,0,飛彈,8,○,×,×,○,○,×,○,0,0





SM-3,Sh-A-M,8,3,56,82,70,0,0,0,0,45,30,0,對空,80,×,○,×,○,○,○,×,0,0
SM-2MR,Sh-A-M,7,3,52,80,66,0,0,0,0,30,30,0,對空,50,×,○,×,○,○,○,×,0,0
SM-1MR,Sh-A-M,5,3,40,78,66,0,0,0,0,0,28,0,對空,40,×,○,×,○,○,○,×,0,0
RIM-24 韃靼,Sh-A-M,3,3,0,63,28,0,0,0,0,0,0,0,對空,12,○,○,×,○,○,○,×,0,0
ESSM,Sh-A-M,4,3,34,76,68,0,0,0,0,0,25,0,對空,15,○,○,×,○,○,○,○,0,0
RIM-7 海麻雀,Sh-A-M,3,3,0,73,60,0,0,0,0,0,22,0,對空,10,○,○,×,○,○,○,○,0,0
蝮蛇,Sh-A-M,3,3,0,76,65,0,0,0,0,0,22,0,對空,10,○,○,×,○,○,○,○,0,0
RIM-72 海叢林,Sh-A-M,2,3,0,58,66,0,0,0,0,0,0,0,對空,8,○,○,×,○,○,×,○,0,0
ASTER-30,Sh-A-M,7,3,58,80,64,0,0,0,0,26,34,0,對空,50,×,○,×,○,○,○,×,0,0
ASTER-15,Sh-A-M,3,3,0,80,64,0,0,0,0,0,28,0,對空,10,○,○,×,○,○,○,○,0,0
GWS30 海鏢,Sh-A-M,5,3,48,78,62,0,0,0,0,0,27,0,對空,40,×,○,×,○,○,○,×,0,0
GWS25 海狼,Sh-A-M,3,3,0,70,58,0,0,0,0,0,22,0,對空,10,○,○,×,○,○,○,○,0,0
GWS1 海蛞蝓,Sh-A-M,5,3,0,62,30,0,0,0,0,0,0,0,對空,10,○,○,×,○,○,○,×,0,0
馬滋卡,Sh-A-M,9,3,18,62,24,0,0,0,0,0,0,0,對空,45,×,○,×,○,○,○,×,0,0
Rbs.23,Sh-A-M,3,3,0,76,64,0,0,0,0,0,36,0,對空,10,○,○,×,○,○,○,○,0,0
閃電,Sh-A-M,3,3,0,74,66,0,0,0,0,0,32,0,對空,10,○,○,×,○,○,○,○,0,0
矛式,Sh-A-M,3,3,0,74,66,0,0,0,0,0,32,0,對空,10,○,○,×,○,○,○,○,0,0
古鈸NG,Sh-A-M,2,3,0,75,62,0,0,0,0,0,20,0,對空,10,○,×,×,○,○,○,○,0,0
古鈸,Sh-A-M,2,3,0,66,56,0,0,0,0,0,18,0,對空,8,○,×,×,○,○,○,○,0,0
GWS22 海貓,Sh-A-M,1,3,0,65,68,0,0,0,0,0,0,0,對空,8,○,×,×,○,○,○,○,0,0
西北風,Sh-A-M,1,3,0,44,72,0,0,0,0,0,0,0,對空,8,○,×,×,○,○,×,○,0,0
SIMBAD,Sh-A-M,1,3,0,44,72,0,0,0,0,0,0,0,對空,8,○,×,×,×,○,×,×,0,0
RAM,Sh-A-M,1,3,0,70,72,0,0,0,0,0,0,0,對空,8,○,×,×,×,○,○,×,0,0

S-300F,SA-N-6,8,3,55,78,68,0,0,0,0,32,35,0,對空,50,×,○,×,○,○,○,×,0,0
9M317ME,SA-N-12,6,3,46,80,71,0,0,0,0,0,33,0,對空,45,×,○,×,○,○,○,×,0,0
9M317 布克M1-2,SA-N-12,5,3,46,80,71,0,0,0,0,0,33,0,對空,38,×,○,×,○,○,○,×,0,0
9M38 布克M1,SA-N-7,5,3,42,76,67,0,0,0,0,0,29,0,對空,36,×,○,×,○,○,○,×,0,0
3M9 卡布,SA-N-3,5,3,28,68,54,0,0,0,0,0,16,0,對空,30,×,○,×,○,○,○,×,0,0
S-125M,SA-N-1,5,3,0,66,30,0,0,0,0,0,0,0,對空,22,×,○,×,○,○,○,○,0,0
9M330 金夏爾,SA-N-9,3,3,0,75,70,0,0,0,0,0,24,0,對空,25,○,○,×,○,○,○,○,0,0
9M33 Osa-M,SA-N-4,2,3,0,62,66,0,0,0,0,0,30,0,對空,18,○,○,×,○,○,○,○,0,0
9M311 Kortik,SA-N-11,2,3,0,64,72,0,0,0,0,0,22,0,對空,12,○,○,×,○,○,○,○,0,0
9M36 箭式3,SA-N-8,1,3,0,44,70,0,0,0,0,0,0,0,對空,8,○,×,×,×,○,×,×,0,0
9M32 箭式2,SA-N-5,1,3,0,36,65,0,0,0,0,0,0,0,對空,8,○,×,×,×,○,×,×,0,0
9K310 伊格拉1,SA16(N),1,3,0,48,72,0,0,0,0,0,0,0,對空,8,○,×,×,×,○,×,×,0,0

紅旗16,Sh-A-M,6,3,45,78,70,0,0,0,0,0,30,0,對空,45,×,○,×,○,○,○,×,0,0
紅旗9,Sh-A-M,6,3,28,72,66,0,0,0,0,0,24,0,對空,40,×,○,×,○,○,○,×,0,0
紅旗7,Sh-A-M,3,3,0,70,66,0,0,0,0,0,20,0,對空,10,○,○,×,○,○,○,○,0,0
LY-60,Sh-A-M,3,3,0,72,63,0,0,0,0,0,20,0,對空,10,○,○,×,○,○,○,○,0,0
紅旗61,Sh-A-M,1,3,0,66,68,0,0,0,0,0,0,0,對空,8,○,×,×,○,○,○,○,0,0
QW-3,Sh-A-M,1,3,0,42,71,0,0,0,0,0,0,0,飛彈,8,○,×,×,○,○,×,○,0,0

SSM-1B,Sh-Sh-M,7,6,0,0,0,0,0,64,0,0,0,0,飛彈,50,×,○,×,○,×,○,○,0,0
RGM-84 魚叉,Sh-Sh-M,7,6,0,0,0,0,0,63,0,0,0,0,飛彈,50,×,○,×,○,×,○,○,0,0
飛魚 MM40,Sh-Sh-M,6,5,0,0,0,0,0,64,0,0,0,0,飛彈,35,×,○,×,○,×,○,○,0,0
飛魚 MM38,Sh-Sh-M,6,5,0,0,0,0,0,60,0,0,0,0,飛彈,30,×,○,×,○,×,○,○,0,0
鐵修斯Mk.3,Sh-Sh-M,8,6,0,0,0,0,0,65,0,0,0,0,飛彈,65,×,○,×,○,×,○,○,0,0
鐵修斯Mk.2,Sh-Sh-M,8,6,0,0,0,0,0,62,0,0,0,0,飛彈,60,×,○,×,○,×,○,○,0,0
奧圖瑪,Sh-Sh-M,4,5,0,0,0,0,0,60,0,0,0,0,飛彈,35,×,○,×,○,×,○,○,0,0
Rbs.15MK.3,Sh-Sh-M,7,8,0,0,0,0,0,63,0,0,0,0,飛彈,60,×,○,×,○,×,○,○,0,0
Rbs.15MK.2,Sh-Sh-M,5,8,0,0,0,0,0,63,0,0,0,0,飛彈,50,×,○,×,○,×,○,○,0,0
Rbs.15,Sh-Sh-M,5,7,0,0,0,0,0,62,0,0,0,0,飛彈,40,×,○,×,○,×,○,○,0,0
海軍特攻,Sh-Sh-M,6,6,0,0,0,0,0,63,0,0,0,0,飛彈,60,×,○,×,○,×,○,○,0,0
加百列3,Sh-Sh-M,4,6,0,0,0,0,0,66,0,0,0,0,飛彈,45,×,○,×,○,×,○,○,0,0
加百列2,Sh-Sh-M,4,4,0,0,0,0,0,58,0,0,0,0,飛彈,35,×,○,×,○,×,○,○,0,0
天蠍,加百列2,4,4,0,0,0,0,0,58,0,0,0,0,飛彈,35,×,○,×,○,×,○,○,0,0
SSM-700K,Sh-Sh-M,8,6,0,0,0,0,0,62,0,0,0,0,飛彈,65,×,○,×,○,×,○,○,0,0
雄風Ⅱ,Sh-Sh-M,8,6,0,0,0,0,0,61,0,0,0,0,飛彈,50,×,○,×,○,×,○,○,0,0
海刺,Sh-Sh-M,3,4,0,0,0,0,0,62,0,0,0,0,飛彈,30,×,○,×,○,×,○,○,0,0

3M55 鎬瑪瑙,SS-N-26,10,11,0,0,0,0,0,64,0,0,0,0,飛彈,80,×,○,×,○,×,○,○,0,0
P-700 Granit,SS-N-19,10,12,0,0,0,0,0,58,0,0,0,0,飛彈,60,×,○,×,○,×,○,○,0,0
4K80 玄武岩,SS-N-12,10,14,0,0,0,0,0,54,0,0,0,0,飛彈,70,×,○,×,○,×,○,○,0,0
3M80 Zubr,SS-N-22,6,8,0,0,0,0,0,61,0,0,0,0,飛彈,30,×,○,×,○,×,○,○,0,0
Kh-35,SS-N-25,7,6,0,0,0,0,0,62,0,0,0,0,飛彈,30,×,○,×,○,×,○,○,0,0
3M54 短棒,SS-N-27,9,10,0,0,0,0,0,59,0,0,0,0,飛彈,55,×,○,×,○,×,○,○,0,0
P-6 進步,SS-N-3,10,12,0,0,0,0,0,44,0,0,0,0,飛彈,50,×,○,×,○,×,○,○,0,0
P-20M,SS-N-2,4,8,0,0,0,0,0,42,0,0,0,0,飛彈,15,×,○,×,○,×,○,○,0,0
P-15,SS-N-2,3,8,0,0,0,0,0,40,0,0,0,0,飛彈,15,×,○,×,○,×,○,○,0,0
C-803,Sh-Sh-M,9,6,0,0,0,0,0,58,0,0,0,0,飛彈,60,×,○,×,○,×,○,○,0,0
C-802,Sh-Sh-M,7,5,0,0,0,0,0,58,0,0,0,0,飛彈,45,×,○,×,○,×,○,○,0,0
C-801,Sh-Sh-M,4,5,0,0,0,0,0,59,0,0,0,0,飛彈,35,×,○,×,○,×,○,○,0,0
C-201,Sh-Sh-M,4,8,0,0,0,0,0,52,0,0,0,0,飛彈,15,×,○,×,○,×,○,○,0,0
HY-1,Sh-Sh-M,3,8,0,0,0,0,0,46,0,0,0,0,飛彈,12,×,○,×,○,×,○,○,0,0

VL-反潛火箭,Sh-Sub-M,3,4,0,0,0,0,0,0,78,0,0,0,飛彈,15,○,○,×,○,×,×,○,0,0
RUR-5A 反潛火箭,Sh-Sub-M,1,4,0,0,0,0,0,0,75,0,0,0,飛彈,15,○,×,×,○,×,×,○,0,0
馬拉風,Sh-Sub-M,1,4,0,0,0,0,0,0,72,0,0,0,飛彈,15,○,×,×,○,×,×,○,0,0
艾卡拉,Sh-Sub-M,2,4,0,0,0,0,0,0,72,0,0,0,飛彈,15,○,○,×,○,×,×,○,0,0
K-反潛火箭,Sh-Sub-M,3,4,0,0,0,0,0,0,76,0,0,0,飛彈,15,○,○,×,○,×,×,○,0,0

RPK-9,SSu-N-29,3,4,0,0,0,0,0,0,78,0,0,0,飛彈,15,○,○,×,○,×,×,○,0,0
Vodopad-NK,SSu-N-16,6,8,0,0,0,0,0,0,78,0,0,0,飛彈,35,×,○,×,○,×,×,○,0,0
90-RU,SSu-N-15,2,8,0,0,0,0,0,0,75,0,0,0,飛彈,25,○,○,×,○,×,×,○,0,0
85-RU,SSu-N-14,4,4,0,0,0,0,0,0,75,0,0,0,飛彈,20,×,○,×,○,×,×,○,0,0

豪豬,Sh-Sub-R,1,2,0,0,0,0,0,0,42,0,0,0,飛彈,1,○,×,×,○,×,×,○,0,0
反潛火箭,Sh-Sub-R,1,2,0,0,0,0,0,0,50,0,0,0,飛彈,1,○,×,×,○,○,×,○,0,0
凌波,Sh-Sub-R,1,2,0,0,0,0,0,0,54,0,0,0,飛彈,1,○,×,×,○,○,×,○,0,0
艾瑪,Sh-Sub-R,1,2,0,0,0,0,0,0,57,0,0,0,飛彈,1,○,×,×,○,○,×,○,0,0

RBU-12000,Sh-Sub-R,1,8,0,0,0,0,0,0,42,0,0,0,飛彈,1,○,×,×,○,○,×,○,0,0
RBU-6000,Sh-Sub-R,1,6,0,0,0,0,0,0,42,0,0,0,飛彈,1,○,×,×,○,○,×,○,0,0
RBU-1200,Sh-Sub-R,1,8,0,0,0,0,0,0,40,0,0,0,飛彈,1,○,×,×,○,○,×,○,0,0
RBU-1000,Sh-Sub-R,1,6,0,0,0,0,0,0,38,0,0,0,飛彈,1,○,×,×,○,○,×,○,0,0
RBU-600,Sh-Sub-R,1,6,0,0,0,0,0,0,36,0,0,0,飛彈,1,○,×,×,○,○,×,○,0,0

FQF-2500,Sh-Sub-R,1,6,0,0,0,0,0,0,40,0,0,0,飛彈,1,○,×,×,○,○,×,○,0,0

深水炸彈,艦載,1,4,0,0,0,0,0,0,40,0,0,0,魚雷,1,○,×,×,○,×,×,○,0,0

97式魚雷,Sh-Sub-T,1,4,0,0,0,0,0,0,82,0,0,0,魚雷,8,○,×,×,○,×,×,○,0,0
73式魚雷,Sh-Sub-T,1,4,0,0,0,0,0,0,50,0,0,0,魚雷,8,○,×,×,○,×,×,○,0,0
Mk.46,Sh-Sub-T,1,4,0,0,0,0,0,0,78,0,0,0,魚雷,8,○,×,×,○,×,×,○,0,0
Mk.44,Sh-Sub-T,1,4,0,0,0,0,0,0,75,0,0,0,魚雷,8,○,×,×,○,×,×,○,0,0
Mk.37,Sh-Sub-T,1,8,0,0,0,0,0,56,65,0,0,0,魚雷,7,○,×,×,○,×,×,○,0,0
Mk.35,Sh-Sh-T,1,8,0,0,0,0,0,48,0,0,0,0,魚雷,7,○,×,×,○,×,×,○,0,0
魟魚,Sh-Sub-T,1,4,0,0,0,0,0,0,79,0,0,0,魚雷,8,○,×,×,○,×,×,○,0,0
MU-90,Sh-Sub-T,1,4,0,0,0,0,0,0,79,0,0,0,魚雷,8,○,×,×,○,×,×,○,0,0
DM4,Sh-Sub-T,1,4,0,0,0,0,0,0,79,0,0,0,魚雷,8,○,×,×,○,×,×,○,0,0
ECAN L-5,Sh-Sub-T,1,7,0,0,0,0,0,0,75,0,0,0,魚雷,8,○,×,×,○,×,×,○,0,0
ECAN F17,Sh-Sub-T,2,10,0,0,0,0,0,0,82,0,0,0,魚雷,16,○,○,×,○,×,×,○,0,0
A-290,Sh-Sub-T,2,4,0,0,0,0,0,0,81,0,0,0,魚雷,14,○,○,×,○,×,×,○,0,0
A-244S,Sh-Sub-T,1,4,0,0,0,0,0,0,79,0,0,0,魚雷,8,○,×,×,○,×,×,○,0,0
A-184,Sh-Sub-T,2,7,0,0,0,0,0,0,76,0,0,0,魚雷,10,○,○,×,○,×,×,○,0,0
Type613,Sh-Sub-T,2,8,0,0,0,0,0,0,77,0,0,0,魚雷,15,○,○,×,○,×,×,○,0,0

TEST-71M,Sh-Sub-T,2,10,0,0,0,0,0,0,80,0,0,0,魚雷,15,○,○,×,○,×,×,○,0,0
SET-65E,Sh-Sub-T,1,10,0,0,0,0,0,0,74,0,0,0,魚雷,6,○,×,×,○,×,×,○,0,0
SET-40,Sh-Sub-T,1,5,0,0,0,0,0,0,69,0,0,0,魚雷,5,○,×,×,○,×,×,○,0,0
魚7,Sh-Sub-T,1,4,0,0,0,0,0,0,75,0,0,0,魚雷,10,○,×,×,○,×,×,○,0,0

406mm砲,艦砲,4,5,0,0,0,65,88,45,0,0,0,0,大砲,3,○,○,×,○,○,×,○,0,0
155mmAGS,艦砲,6,3,0,0,0,42,62,36,0,0,0,0,大砲,2,×,○,×,○,○,×,○,0,0
152mm砲,艦砲,4,3,0,18,34,64,85,54,0,0,0,0,大砲,2,○,○,×,○,○,×,○,0,0

85mm砲,艦砲,1,2,0,0,0,44,50,35,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0

130mm砲,艦砲,3,3,0,42,59,63,77,65,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
130mm砲,艦砲B,3,3,0,39,56,62,76,61,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
130mm砲,艦砲C,3,3,0,36,54,61,76,58,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
127mm砲,艦砲,3,3,0,41,58,61,73,57,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
127mm砲,艦砲B,3,3,0,38,56,60,72,54,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
127mm砲,艦砲C,2,3,0,34,56,65,78,62,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
114mm砲,艦砲,3,3,0,41,57,59,72,54,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
114mm砲,艦砲B,3,3,0,38,55,58,71,50,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
104mm砲,艦砲,2,3,0,30,42,59,72,56,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
100mm砲,艦砲,2,3,0,42,62,55,72,56,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
100mm砲,艦砲B,2,3,0,39,60,54,71,52,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
100mm砲,艦砲C,2,3,0,36,58,53,70,48,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
100mm砲,艦砲D,2,3,0,28,40,58,76,52,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
76mm砲,艦砲,2,3,0,46,65,50,70,47,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
76mm砲,艦砲B,2,3,0,43,63,48,69,44,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
76mm砲,艦砲C,2,3,0,42,62,47,69,43,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
76mm砲,艦砲D,2,3,0,40,61,46,68,42,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
76mm砲,艦砲E,2,3,0,38,60,46,68,41,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
57mm砲,艦砲,2,3,0,42,62,40,54,32,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
57mm砲,艦砲B,1,3,0,34,58,42,60,38,0,0,0,0,大砲,1,○,×,×,○,○,×,○,0,0
57mm機關砲,艦砲,1,3,0,42,66,54,56,26,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
57mm機關砲,艦砲B,1,3,0,40,60,53,56,24,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
45mm機關砲,艦砲,1,3,0,34,62,49,56,21,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
40mm機關砲,艦砲,1,2,0,44,72,50,56,22,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
40mm機關砲,艦砲B,1,2,0,41,67,49,56,18,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
40mm機關砲,艦砲C,1,2,0,40,65,49,56,12,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
40mm機關砲,艦砲D,1,2,0,39,64,49,56,12,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
37mm機關砲,艦砲,1,2,0,37,63,47,55,12,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
37mm機關砲,艦砲B,1,2,0,34,61,47,55,12,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
37mm機關砲,艦砲C,1,2,0,33,60,47,55,12,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
37mm機關砲,艦砲D,1,2,0,36,68,47,55,16,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
35mm機關砲,艦砲,1,2,0,41,64,45,52,14,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
35mm機關砲,艦砲B,1,2,0,32,58,40,52,10,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
30mm機關砲,艦砲,1,2,0,42,68,36,50,8,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
30mm機關砲,艦砲B,1,2,0,36,63,35,52,8,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
25mm機關砲,艦砲,1,2,0,38,66,30,52,6,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
23mm機關砲,艦砲,1,2,0,24,58,25,49,5,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
20mm機關砲,艦砲,1,2,0,21,50,22,50,4,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
14.5mm機關槍,艦載,1,1,0,0,30,20,52,0,0,0,0,0,通常,0,○,×,×,○,○,×,○,0,0
機關槍,艦載,1,1,0,0,12,6,48,0,0,0,0,0,通常,0,○,×,×,×,○,×,×,0,0

守門員,艦載,1,2,0,45,70,0,0,0,0,0,22,0,通常,1,○,×,×,×,○,×,×,0,0

122mm火箭彈,艦載,3,3,0,0,0,38,65,4,0,0,0,0,飛彈,2,×,○,○,○,×,×,×,0,0

46cm砲,艦44J1,6,6,0,0,0,68,92,50,0,0,0,0,大砲,3,○,○,×,○,○,×,○,0,0
40cm砲,艦44J1,5,5,0,0,0,64,88,51,0,0,0,0,大砲,3,○,○,×,○,○,×,○,0,0
36cm砲,艦44J1,5,4,0,0,0,62,80,49,0,0,0,0,大砲,3,○,○,×,○,○,×,○,0,0
15cm砲,艦44J1,3,3,0,28,35,62,74,50,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
15cm砲,艦44J2,3,3,0,0,0,54,68,48,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
14cm砲,艦44J1,3,3,0,0,0,52,65,46,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
20cm砲,艦44JC1,4,3,0,32,38,68,73,55,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
20cm砲,艦44JC2,4,3,0,0,0,66,72,54,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
15cm砲,艦44JC1,3,3,0,0,0,54,68,47,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
14cm砲,艦44JC1,3,3,0,0,0,52,65,45,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
12.7cm高角砲,艦44J1,2,3,0,42,46,0,0,0,0,0,0,0,大砲,1,○,○,×,○,×,×,○,0,0
12.7cm高角砲,艦44J2,2,3,0,38,42,0,0,0,0,0,0,0,大砲,1,○,○,×,○,×,×,○,0,0
12.7cm高角砲,艦44J3,2,3,0,36,41,0,0,0,0,0,0,0,大砲,1,○,○,×,○,×,×,○,0,0
12.7cm砲,艦44J1,3,3,0,34,38,60,76,62,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
12.7cm砲,艦44J2,3,3,0,36,42,60,76,59,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
12cm砲,艦44J1,2,3,0,0,0,58,72,55,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
10cm高角砲,艦44J1,2,2,0,48,54,56,70,64,0,0,0,0,大砲,1,○,○,×,○,×,×,○,0,0
